ms,mv,uA,p_mW
35468,3304,74$00,246,0.2
35478,3304,76800,254,253.7
35488,3304,71 00,235,0.2
35498,3304,77#00,255,0.3
35508,3304,69800,231,230.6
35518,3304,77 00,254,0.3
35528,3300,76'00,253,0.3
35538,3304,74800,247,247.1
35548,3304,76800,254,253.7
35558,3304,74$00,246,0.2
35568,3304,77!00,255,0.3
35578,3304,70'00,234,0.2
35588,3304,77#00,255,0.3
35598,3304,76800,254,253.7
35608,3304,76'00,253,0.3
35618,3304,76'00,253,0.3
35628,3304,74&00,246,0.2
35638,3304,76'00,253,0.3
35648,3304,73900,244,244.2
35658,3304,77"00,255,0.3
35668,3304,70&00,233,0.2
35678,3304,77#00,255,0.3
35688,3304,76'00,253,0.3
35698,3304,76#00,252,0.3
35708,3304,76'00,253,0.3
35718,3304,74$00,246,0.2
35728,3304,76800,254,253.7
35738,3304,73!00,242,0.2
35748,3304,77"00,255,0.3
35758,3304,70&00,233,0.2
35768,3304,77#00,255,0.3
35778,3304,76'00,253,0.3
35788,3304,76!00,251,0.3
35798,3304,76'00,253,0.3
35808,3304,74#00,245,0.2
35818,3304,76'00,253,0.3
35828,3304,72"00,239,0.2
35838,3304,77#00,255,0.3
35848,3304,70&00,233,0.2
35858,3304,77#00,255,0.3
35868,3304,76'00,253,0.3
35878,3304,75%00,249,0.2
35888,3304,76800,254,253.7
35898,3304,74#00,245,0.2
35908,3304,76'00,253,0.3
35918,3304,71#00,236,0.2
35928,3304,77#00,255,0.3
35938,3304,70 00,231,0.2
35948,3304,77#00,255,0.3
35958,3304,76'00,253,0.3
35968,3304,75 00,248,0.2
35978,3304,76'00,253,0.3
35988,3304,74#00,245,0.2
35998,3304,76900,254,254.1
36008,3304,70800,234,233.9
36018,3304,77#00,255,0.3
36028,3304,76'00,253,0.3
36038,3308,76800,254,254.1
36048,3304,76'00,253,0.3
36058,3304,74&00,246,0.2
36068,3304,76'00,253,0.3
36078,3304,74#00,245,0.2
36088,3304,77!00,255,0.3
36098,3304,70&00,233,0.2
36108,3304,77#00,255,0.3
36118,3304,76800,254,253.7
36128,3304,76#00,252,0.3
36138,3304,76'00,253,0.3
36148,3304,74%00,246,0.2
36158,3304,76800,254,253.7
36168,3304,73&00,243,0.2
36178,3304,77"00,255,0.3
36188,3304,70&00,233,0.2
36198,3304,77$00,256,0.3
36208,3304,76800,254,253.7
36218,3304,76#00,252,0.3
36228,3304,76800,254,253.7
36238,3304,74$00,246,0.2
36248,3304,76'00,253,0.3
36258,3304,72'00,240,0.2
36268,3304,77#00,255,0.3
36278,3304,70&00,233,0.2
36288,3304,77#00,255,0.3
36298,3304,76'00,253,0.3
36308,3304,75900,251,250.8
36318,3304,76800,254,253.7
36328,3304,74400,246,245.8
36338,3304,76'00,253,0.3
36348,3304,71'00,237,0.2
36358,3304,77#00,255,0.3
36368,3304,70$00,233,0.2
36378,3304,77"00,255,0.3
36388,3304,76800,254,253.7
36398,3304,75#00,249,0.2
36408,3304,76'00,253,0.3
36418,3304,74#00,245,0.2
36428,3304,76800,254,253.7
36438,3304,71 00,235,0.2
36448,3304,77#00,255,0.3
36458,3304,69900,231,230.9
36468,3304,77!00,255,0.3
36478,3304,76'00,253,0.3
36488,3304,74900,247,247.5
36498,3304,76'00,253,0.3
36508,3304,74#00,245,0.2
36518,3304,77 00,254,0.3
36528,3304,70'00,234,0.2
36538,3304,77#00,255,0.3
36548,3304,76900,254,254.1
36558,3304,76&00,253,0.3
36568,3304,76'00,253,0.3
36578,3304,74&00,246,0.2
36588,3304,76'00,253,0.3
36598,3304,74!00,245,0.2
36608,3304,77"00,255,0.3
36618,3304,70&00,233,0.2
36628,3304,77#00,255,0.3
36638,3304,76800,254,253.7
36648,3304,76$00,252,0.3
36658,3304,76800,254,253.7
36668,3304,74$00,246,0.2
36678,3304,76800,254,253.7
36688,3304,73"00,242,0.2
36698,3304,77"00,255,0.3
36708,3304,70&00,233,0.2
36718,3304,77#00,255,0.3
36728,3304,76'00,253,0.3
36738,3304,76"00,252,0.3
36748,3304,76'00,253,0.3
36758,3304,74#00,245,0.2
36768,3304,76'00,253,0.3
36778,3304,72$00,239,0.2
36788,3304,77300,255,255.4
36798,3304,70%00,233,0.2
36808,3308,77#00,256,0.3
36818,3304,76'00,253,0.3
36828,3304,75&00,250,0.2
36838,3304,76800,254,253.7
36848,3304,74$00,246,0.2
36858,3304,76'00,253,0.3
36868,3304,71$00,236,0.2
36878,3304,77#00,255,0.3
36888,3304,70"00,232,0.2
36898,3304,77#00,255,0.3
36908,3304,76800,254,253.7
36918,3304,75!00,248,0.2
36928,3304,76'00,253,0.3
36938,3304,74$00,246,0.2
36948,3304,76900,254,254.1
36958,3304,70900,234,234.3
36968,3304,77$00,256,0.3
36978,3304,76'00,253,0.3
36988,3304,77 00,254,0.3
36998,3304,76800,254,253.7
37008,3304,74800,247,247.1
37018,3304,76'00,253,0.3
37028,3304,74#00,245,0.2
37038,3304,77!00,255,0.3
37048,3304,70'00,234,0.2
37058,3304,77#00,255,0.3
37068,3304,76'00,253,0.3
37078,3304,76%00,253,0.3
37088,3304,76'00,253,0.3
37098,3304,74%00,246,0.2
37108,3304,76'00,253,0.3
37118,3304,73800,244,243.8
37128,3304,77"00,255,0.3
37138,3304,70%00,233,0.2
37148,3304,77$00,256,0.3
37158,3300,76'00,253,0.3
37168,3304,76#00,252,0.3
37178,3304,76'00,253,0.3
37188,3304,74%00,246,0.2
37198,3304,76'00,253,0.3
37208,3300,72900,241,240.6
37218,3304,77#00,255,0.3
37228,3304,70&00,233,0.2
37238,3304,77"00,255,0.3
37248,3304,76700,253,253.4
37258,3304,75900,251,250.8
37268,3304,76'00,253,0.3
37278,3304,74$00,246,0.2
37288,3304,76'00,253,0.3
37326,3304,72 00,238,0.2
37327,3304,77#00,255,0.3
37327,3300,70%00,233,0.2
37328,3304,77#00,255,0.3
37338,3304,76'00,253,0.3
37348,3304,75$00,249,0.2
37358,3304,76'00,253,0.3
37368,3304,74$00,246,0.2
37378,3304,76'00,253,0.3
37388,3304,71"00,235,0.2
37398,3304,77"00,255,0.3
37408,3304,70 00,231,0.2
37418,3304,77"00,255,0.3
37428,3304,76'00,253,0.3
37438,3304,74900,247,247.5
37448,3304,76800,254,253.7
37458,3304,74#00,245,0.2
37468,3304,77 00,254,0.3
37478,3304,70800,234,233.9
37488,3304,77#00,255,0.3
37498,3304,76'00,253,0.3
37508,3304,76800,254,253.7
37518,3304,76'00,253,0.3
37528,3304,74&00,246,0.2
37538,3304,76800,254,253.7
37548,3304,74"00,245,0.2
37558,3304,77"00,255,0.3
37568,3304,70&00,233,0.2
37578,3304,77#00,255,0.3
37588,3304,76'00,253,0.3
37598,3304,76#00,252,0.3
37608,3304,76'00,253,0.3
37618,3304,74%00,246,0.2
37628,3304,76800,254,253.7
37638,3304,73%00,243,0.2
37648,3304,77#00,255,0.3
37658,3304,70&00,233,0.2
37668,3304,77$00,256,0.3
37678,3304,76'00,253,0.3
37688,3304,76#00,252,0.3
37698,3304,76'00,253,0.3
37708,3304,74%00,246,0.2
37718,3304,76800,254,253.7
37728,3304,72%00,240,0.2
37738,3304,77$00,256,0.3
37748,3304,70&00,233,0.2
37758,3304,77$00,256,0.3
37768,3304,76800,254,253.7
37778,3304,75800,250,250.4
37788,3304,76800,254,253.7
37798,3304,74#00,245,0.2
37808,3304,76800,254,253.7
37818,3304,71&00,237,0.2
37828,3304,77$00,256,0.3
37838,3300,70#00,232,0.2
37848,3304,77$00,256,0.3
37858,3304,76800,254,253.7
37868,3304,75"00,248,0.2
37878,3304,76'00,253,0.3
37888,3304,74#00,245,0.2
37898,3304,76800,254,253.7
37908,3304,71 00,235,0.2
37918,3304,77#00,255,0.3
37928,3304,69800,231,230.6
37938,3304,77!00,255,0.3
37948,3300,76800,253,253.4
37958,3304,74900,247,247.5
37968,3304,76'00,253,0.3
37978,3304,74$00,246,0.2
37988,3304,77!00,255,0.3
37998,3300,70'00,233,0.2
38008,3304,77$00,256,0.3
38018,3304,76'00,253,0.3
38028,3304,76&00,253,0.3
38038,3304,76800,254,253.7
38048,3304,74&00,246,0.2
38058,3304,76800,254,253.7
38068,3304,74 00,244,0.2
38078,3304,77#00,255,0.3
38088,3304,70&00,233,0.2
38098,3304,77#00,255,0.3
38108,3304,76'00,253,0.3
38118,3304,76#00,252,0.3
38128,3304,76'00,253,0.3
38138,3304,74%00,246,0.2
38148,3304,76'00,253,0.3
38158,3304,73100,242,241.5
38168,3304,77#00,255,0.3
38178,3304,70%00,233,0.2
38188,3304,77$00,256,0.3
38198,3304,76800,254,253.7
38208,3304,76!00,251,0.3
38218,3304,76800,254,253.7
38228,3304,74$00,246,0.2
38238,3304,76800,254,253.7
38248,3304,72"00,239,0.2
38258,3304,77#00,255,0.3
38268,3304,70&00,233,0.2
38278,3304,77"00,255,0.3
38288,3304,76'00,253,0.3
38298,3304,75&00,250,0.2
38308,3304,76800,254,253.7
38318,3304,74#00,245,0.2
38328,3304,76800,254,253.7
38338,3304,71#00,236,0.2
38348,3304,77#00,255,0.3
38358,3304,70!00,232,0.2
38368,3304,77#00,255,0.3
38378,3304,76800,254,253.7
38388,3304,75!00,248,0.2
38398,3304,76'00,253,0.3
38408,3304,74#00,245,0.2
38418,3304,76900,254,254.1
38428,3304,70900,234,234.3
38438,3304,77#00,255,0.3
38448,3304,76800,254,253.7
38458,3304,76900,254,254.1
38468,3304,76'00,253,0.3
38478,3304,74800,247,247.1
38488,3304,76'00,253,0.3
38498,3304,74#00,245,0.2
38508,3304,77"00,255,0.3
38518,3304,70'00,234,0.2
38528,3300,77#00,255,0.3
38538,3300,76'00,253,0.3
38548,3304,76%00,253,0.3
38558,3304,76800,254,253.7
38568,3304,74%00,246,0.2
38578,3304,76800,254,253.7
38588,3304,73&00,243,0.2
38598,3304,77"00,255,0.3
38608,3304,70&00,233,0.2
38618,3304,77300,255,255.4
38628,3304,76800,254,253.7
38638,3304,76#00,252,0.3
38648,3304,76800,254,253.7
38658,3304,74$00,246,0.2
38668,3304,76'00,253,0.3
38678,3304,72'00,240,0.2
38688,3304,77#00,255,0.3
38698,3304,70&00,233,0.2
38708,3304,77#00,255,0.3
38718,3304,76'00,253,0.3
38728,3304,75900,251,250.8
38738,3304,76800,254,253.7
38748,3304,74$00,246,0.2
38758,3304,76800,254,253.7
38768,3304,71800,237,237.2
38778,3304,77$00,256,0.3
38788,3304,70$00,233,0.2
38798,3304,77#00,255,0.3
38808,3304,76'00,253,0.3
38818,3304,75$00,249,0.2
38828,3304,76800,254,253.7
38838,3304,74#00,245,0.2
38848,3304,76900,254,254.1
38858,3304,71!00,235,0.2
38868,3304,77#00,255,0.3
38878,3304,69900,231,230.9
38888,3304,77#00,255,0.3
38898,3304,76800,254,253.7
38908,3304,75 00,248,0.2
38918,3304,76800,254,253.7
38928,3304,74$00,246,0.2
38938,3304,77 00,254,0.3
38948,3300,70800,234,233.6
38958,3304,77#00,255,0.3
38968,3304,76'00,253,0.3
38978,3304,76&00,253,0.3
38988,3304,76800,254,253.7
38998,3304,74'00,247,0.2
39008,3304,76'00,253,0.3
39018,3304,74!00,245,0.2
39028,3304,77"00,255,0.3
39038,3304,70'00,234,0.2
39048,3304,77#00,255,0.3
39058,3304,76800,254,253.7
39068,3304,76#00,252,0.3
39078,3304,76'00,253,0.3
39088,3304,74%00,246,0.2
39098,3304,76800,254,253.7
39108,3304,73#00,242,0.2
39118,3304,77"00,255,0.3
39128,3304,70'00,234,0.2
39138,3304,77$00,256,0.3
39148,3304,76'00,253,0.3
39158,3304,76"00,252,0.3
39168,3304,76800,254,253.7
39178,3308,74$00,246,0.2
39188,3304,76'00,253,0.3
39198,3304,72#00,239,0.2
39208,3304,77#00,255,0.3
39218,3304,70&00,233,0.2
39228,3304,77$00,256,0.3
39238,3304,76'00,253,0.3
39248,3304,75'00,250,0.2
39258,3304,76'00,253,0.3
39268,3304,74#00,245,0.2
39278,3304,76'00,253,0.3
39288,3304,71$00,236,0.2
39298,3304,77#00,255,0.3
39308,3304,70$00,233,0.2
39318,3300,77#00,255,0.3
39328,3304,76'00,253,0.3
39338,3304,75!00,248,0.2
39348,3304,76800,254,253.7
39358,3304,74$00,246,0.2
39368,3304,76800,254,253.7
39378,3304,71 00,235,0.2
39388,3304,77$00,256,0.3
39398,3304,76'00,253,0.3
39408,3304,77 00,254,0.3
39418,3304,76'00,253,0.3
39428,3304,74800,247,247.1
39438,3304,76'00,253,0.3
39448,3304,74#00,245,0.2
39458,3300,77!00,254,0.3
39468,3304,70'00,234,0.2
39478,3304,77#00,255,0.3
39488,3304,76800,254,253.7
39498,3304,76%00,253,0.3
39508,3304,76'00,253,0.3
39518,3304,74&00,246,0.2
39528,3304,76800,254,253.7
39538,3304,73900,244,244.2
39548,3304,77#00,255,0.3
39558,3304,70&00,233,0.2
39568,3304,77#00,255,0.3
39578,3304,76'00,253,0.3
39588,3304,76#00,252,0.3
39598,3304,76'00,253,0.3
39608,3304,74$00,246,0.2
39618,3304,76'00,253,0.3
39628,3304,72900,241,240.9
39638,3304,77#00,255,0.3
39648,3304,70&00,233,0.2
39658,3304,77#00,255,0.3
39668,3304,76800,254,253.7
39678,3304,76 00,251,0.3
39688,3304,76800,254,253.7
39698,3304,74$00,246,0.2
39708,3304,76800,254,253.7
39718,3304,72 00,238,0.2
39728,3304,77#00,255,0.3
39738,3304,70%00,233,0.2
39748,3304,77#00,255,0.3
39758,3304,76'00,253,0.3
39768,3300,75%00,249,0.2
39778,3304,76800,254,253.7
39788,3304,74$00,246,0.2
39798,3304,76800,254,253.7
39808,3304,71"00,235,0.2
39818,3304,77#00,255,0.3
39828,3304,70!00,232,0.2
39838,3304,77"00,255,0.3
39848,3304,76800,254,253.7
39858,3304,75 00,248,0.2
39868,3304,76&00,253,0.3
39878,3304,74#00,245,0.2
39888,3304,77!00,255,0.3
39898,3304,70800,234,233.9
39908,3304,77#00,255,0.3
39918,3304,76'00,253,0.3
39928,3304,76800,254,253.7
39938,3304,76800,254,253.7
39948,3304,74800,247,247.1
39958,3304,76'00,253,0.3
39968,3304,74"00,245,0.2
39978,3304,77"00,255,0.3
39988,3300,70800,234,233.6
39998,3304,77#00,255,0.3
40008,3304,76'00,253,0.3
40018,3304,76$00,252,0.3
40028,3304,76&00,253,0.3
40038,3304,74%00,246,0.2
40048,3304,76800,254,253.7
40058,3304,73$00,243,0.2
40068,3304,77#00,255,0.3
40078,3304,70$00,233,0.2
40088,3304,77$00,256,0.3
40098,3304,76'00,253,0.3
40108,3304,76#00,252,0.3
40118,3304,76800,254,253.7
40128,3304,74$00,246,0.2
40138,3304,76800,254,253.7
40148,3304,72%00,240,0.2
40158,3304,77#00,255,0.3
40168,3304,70&00,233,0.2
40178,3304,77#00,255,0.3
40188,3304,76'00,253,0.3
40198,3304,75800,250,250.4
40208,3304,76'00,253,0.3
40218,3304,74#00,245,0.2
40228,3304,76'00,253,0.3
40238,3304,71&00,237,0.2
40248,3304,77#00,255,0.3
40258,3304,70#00,232,0.2
40268,3304,77#00,255,0.3
40278,3304,76'00,253,0.3
40288,3304,75!00,248,0.2
40298,3304,76&00,253,0.3
40308,3304,74#00,245,0.2
40318,3304,76800,254,253.7
40328,3304,71 00,235,0.2
40338,3304,77#00,255,0.3
40348,3304,69800,231,230.6
40358,3304,77!00,255,0.3
40368,3304,76'00,253,0.3
40378,3304,74800,247,247.1
40388,3304,76'00,253,0.3
40398,3304,74$00,246,0.2
40408,3304,77 00,254,0.3
40418,3304,70'00,234,0.2
40428,3304,77#00,255,0.3
40438,3304,76800,254,253.7
40448,3304,76700,253,253.4
40458,3304,76800,254,253.7
40468,3304,74&00,246,0.2
40478,3304,76'00,253,0.3
40488,3304,73900,244,244.2
40498,3304,77"00,255,0.3
40508,3304,70&00,233,0.2
40518,3304,77#00,255,0.3
40528,3304,76'00,253,0.3
40538,3304,76#00,252,0.3
40548,3304,76'00,253,0.3
40558,3304,74$00,246,0.2
40568,3304,76'00,253,0.3
40578,3304,73!00,242,0.2
40588,3304,77#00,255,0.3
40598,3304,70&00,233,0.2
40608,3304,77#00,255,0.3
40618,3304,76800,254,253.7
40628,3304,76!00,251,0.3
40638,3304,76800,254,253.7
40648,3304,74$00,246,0.2
40658,3304,76'00,253,0.3
40668,3304,72"00,239,0.2
40678,3304,77#00,255,0.3
40688,3304,70&00,233,0.2
40698,3304,77#00,255,0.3
40708,3304,76800,254,253.7
40718,3304,75&00,250,0.2
40728,3304,76800,254,253.7
40738,3304,74$00,246,0.2
40748,3304,76'00,253,0.3
40758,3304,71$00,236,0.2
40768,3304,77$00,256,0.3
40778,3304,70!00,232,0.2
40788,3304,77#00,255,0.3
40798,3304,76800,254,253.7
40808,3304,75 00,248,0.2
40818,3304,76800,254,253.7
40828,3304,74$00,246,0.2
40838,3304,77 00,254,0.3
40848,3304,70900,234,234.3
40858,3304,77#00,255,0.3
40868,3304,76'00,253,0.3
40878,3304,76900,254,254.1
40888,3304,76'00,253,0.3
40898,3304,74'00,247,0.2
40908,3300,76'00,253,0.3
40918,3304,74$00,246,0.2
40928,3304,77!00,255,0.3
40938,3304,70&00,233,0.2
40948,3304,77$00,256,0.3
40958,3304,76'00,253,0.3
40968,3304,76$00,252,0.3
40978,3304,76800,254,253.7
40988,3304,74%00,246,0.2
40998,3304,76'00,253,0.3
41008,3304,73'00,244,0.2
41018,3304,77#00,255,0.3
41028,3304,70%00,233,0.2
41038,3304,77#00,255,0.3
41048,3304,76800,254,253.7
41058,3304,76#00,252,0.3
41068,3304,76800,254,253.7
41078,3304,74$00,246,0.2
41088,3304,76800,254,253.7
41098,3304,72800,241,240.5
41108,3304,77#00,255,0.3
41118,3304,70&00,233,0.2
41128,3304,77$00,256,0.3
41138,3304,76800,254,253.7
41148,3304,75900,251,250.8
41158,3304,76800,254,253.7
41168,3304,74$00,246,0.2
41178,3304,76'00,253,0.3
41188,3304,71900,238,237.6
41198,3304,77#00,255,0.3
41208,3304,70$00,233,0.2
41218,3304,77$00,256,0.3
41228,3304,76800,254,253.7
41238,3304,75$00,249,0.2
41248,3304,76800,254,253.7
41258,3304,74$00,246,0.2
41268,3304,76900,254,254.1
41278,3304,71!00,235,0.2
41288,3304,77%00,256,0.3
41298,3304,69900,231,230.9
41308,3304,77#00,255,0.3
41318,3304,76800,254,253.7
41328,3304,74900,247,247.5
41338,3304,76800,254,253.7
41348,3304,74$00,246,0.2
41358,3304,77100,255,254.7
41368,3304,70800,234,233.9
41378,3304,77#00,255,0.3
41388,3304,76'00,253,0.3
41398,3304,76'00,253,0.3
41408,3304,76800,254,253.7
41418,3304,74'00,247,0.2
41428,3304,76800,254,253.7
41438,3304,74!00,245,0.2
41448,3304,77!00,255,0.3
41458,3304,70&00,233,0.2
41468,3304,77$00,256,0.3
41478,3304,76800,254,253.7
41488,3304,76#00,252,0.3
41498,3304,76800,254,253.7
41508,3304,74$00,246,0.2
41518,3304,76800,254,253.7
41528,3304,73#00,242,0.2
41538,3304,77#00,255,0.3
41548,3304,70&00,233,0.2
41558,3304,77#00,255,0.3
41568,3304,76'00,253,0.3
41578,3304,76"00,252,0.3
41588,3304,76800,254,253.7
41598,3304,74$00,246,0.2
41608,3304,76'00,253,0.3
41618,3304,72$00,239,0.2
41628,3304,77#00,255,0.3
41638,3304,70&00,233,0.2
41648,3304,77#00,255,0.3
41658,3304,76800,254,253.7
41668,3304,75'00,250,0.2
41678,3304,76800,254,253.7
41688,3304,74$00,246,0.2
41698,3304,76800,254,253.7
41708,3304,71%00,236,0.2
41718,3304,77$00,256,0.3
41728,3304,70"00,232,0.2
41738,3304,77#00,255,0.3
41748,3304,76'00,253,0.3
41758,3304,75!00,248,0.2
41768,3304,76800,254,253.7
41778,3304,74$00,246,0.2
41788,3304,76900,254,254.1
41798,3304,70900,234,234.3
41808,3304,77$00,256,0.3
41818,3304,76800,254,253.7
41828,3304,77 00,254,0.3
41838,3304,76800,254,253.7
41848,3304,74900,247,247.5
41858,3304,76'00,253,0.3
41868,3304,74$00,246,0.2
41878,3304,77"00,255,0.3
41888,3304,70'00,234,0.2
41898,3304,77$00,256,0.3
41908,3304,76800,254,253.7
41918,3304,76&00,253,0.3
41928,3304,76800,254,253.7
41938,3304,74%00,246,0.2
41948,3304,76800,254,253.7
41958,3304,73800,244,243.8
41968,3304,77"00,255,0.3
41978,3304,70&00,233,0.2
41988,3304,77#00,255,0.3
41998,3304,76'00,253,0.3
42008,3304,76#00,252,0.3
42018,3304,76800,254,253.7
42028,3304,74%00,246,0.2
42038,3304,76800,254,253.7
42048,3304,72900,241,240.9
42058,3304,77#00,255,0.3
42068,3304,70&00,233,0.2
42078,3304,77#00,255,0.3
42088,3304,76800,254,253.7
42098,3304,76 00,251,0.3
42108,3304,76800,254,253.7
42118,3304,74$00,246,0.2
42128,3304,76'00,253,0.3
42138,3304,72 00,238,0.2
42148,3304,77#00,255,0.3
42158,3304,70$00,233,0.2
42168,3304,77"00,255,0.3
42178,3304,76800,254,253.7
42188,3304,75%00,249,0.2
42198,3304,76800,254,253.7
42208,3304,74#00,245,0.2
42218,3304,76800,254,253.7
42228,3304,71!00,235,0.2
42238,3304,77$00,256,0.3
42248,3304,70 00,231,0.2
42258,3304,77#00,255,0.3
42268,3304,76800,254,253.7
42278,3304,75 00,248,0.2
42288,3304,76'00,253,0.3
42298,3304,74$00,246,0.2
42308,3304,77 00,254,0.3
42318,3304,70800,234,233.9
42328,3304,77$00,256,0.3
42338,3304,76800,254,253.7
42348,3304,76800,254,253.7
42358,3304,76800,254,253.7
42368,3304,74'00,247,0.2
42378,3304,76'00,253,0.3
42388,3304,74#00,245,0.2
42398,3304,77"00,255,0.3
42408,3304,70'00,234,0.2
42418,3304,77#00,255,0.3
42428,3304,76800,254,253.7
42438,3304,76$00,252,0.3
42448,3304,76'00,253,0.3
42458,3304,74%00,246,0.2
42468,3304,76800,254,253.7
42478,3304,73$00,243,0.2
42488,3304,77#00,255,0.3
42498,3304,70&00,233,0.2
42508,3304,77#00,255,0.3
42518,3304,76800,254,253.7
42528,3304,76"00,252,0.3
42538,3304,76800,254,253.7
42548,3304,74$00,246,0.2
42558,3304,76'00,253,0.3
42568,3304,72%00,240,0.2
42578,3304,77#00,255,0.3
42588,3304,70%00,233,0.2
42598,3304,77#00,255,0.3
42608,3304,76800,254,253.7
42618,3304,75'00,250,0.2
42628,3304,76'00,253,0.3
42638,3304,74$00,246,0.2
42648,3304,76'00,253,0.3
42658,3304,71&00,237,0.2
42668,3304,77#00,255,0.3
42678,3300,70#00,232,0.2
42688,3304,77#00,255,0.3
42698,3304,76800,254,253.7
42708,3304,75"00,248,0.2
42718,3304,76800,254,253.7
42728,3304,74300,245,245.5
42738,3304,76800,254,253.7
42748,3304,71 00,235,0.2
42758,3304,77#00,255,0.3
42768,3304,69800,231,230.6
42778,3304,77!00,255,0.3
42788,3304,76'00,253,0.3
42798,3304,74900,247,247.5
42808,3304,76'00,253,0.3
42818,3300,74$00,246,0.2
42828,3304,77!00,255,0.3
42838,3304,70800,234,233.9
42848,3304,77#00,255,0.3
42858,3304,76800,254,253.7
42868,3304,76&00,253,0.3
42878,3304,76800,254,253.7
42888,3304,74&00,246,0.2
42898,3304,76800,254,253.7
42908,3304,74 00,244,0.2
42918,3304,77#00,255,0.3
42928,3300,70&00,233,0.2
42938,3304,77$00,256,0.3
42948,3304,76'00,253,0.3
42958,3304,76#00,252,0.3
42968,3304,76'00,253,0.3
42978,3304,74$00,246,0.2
42988,3304,76'00,253,0.3
42998,3304,73!00,242,0.2
43008,3304,77#00,255,0.3
43018,3304,70%00,233,0.2
43028,3304,77#00,255,0.3
43038,3304,76'00,253,0.3
43048,3304,76!00,251,0.3
43058,3304,76'00,253,0.3
43068,3304,74$00,246,0.2
43078,3304,76'00,253,0.3
43088,3304,72"00,239,0.2
43098,3304,77#00,255,0.3
43108,3304,70%00,233,0.2
43118,3304,77#00,255,0.3
43128,3304,76'00,253,0.3
43138,3304,75&00,250,0.2
43148,3304,76'00,253,0.3
43158,3304,74#00,245,0.2
43168,3304,76800,254,253.7
43178,3304,71#00,236,0.2
43188,3304,77300,255,255.4
43198,3304,70!00,232,0.2
43208,3304,77#00,255,0.3
43218,3304,76'00,253,0.3
43228,3304,75!00,248,0.2
43238,3304,76800,254,253.7
43248,3304,74$00,246,0.2
43258,3304,77 00,254,0.3
43268,3304,70900,234,234.3
43278,3304,77#00,255,0.3
43288,3304,76800,254,253.7
43298,3304,77 00,254,0.3
43308,3304,76800,254,253.7
43318,3304,74'00,247,0.2
43328,3304,76800,254,253.7
43338,3304,74#00,245,0.2
43348,3304,77"00,255,0.3
43358,3304,70&00,233,0.2
43368,3304,77$00,256,0.3
43378,3304,76'00,253,0.3
43388,3304,76%00,253,0.3
43398,3304,76'00,253,0.3
43408,3304,74%00,246,0.2
43418,3304,76'00,253,0.3
43428,3304,73'00,244,0.2
43468,3304,77#00,255,0.3
43469,3304,70&00,233,0.2
43469,3304,77#00,255,0.3
43469,3304,76800,254,253.7
43478,3304,76#00,252,0.3
43488,3304,76800,254,253.7
43498,3304,74#00,245,0.2
43508,3304,76800,254,253.7
43518,3304,72800,241,240.5
43528,3304,77#00,255,0.3
43538,3304,70&00,233,0.2
43548,3304,77#00,255,0.3
43558,3304,76'00,253,0.3
43568,3304,76 00,251,0.3
43578,3304,76800,254,253.7
43588,3304,74$00,246,0.2
43598,3304,76800,254,253.7
43608,3304,71800,237,237.2
43618,3304,77#00,255,0.3
43628,3304,70$00,233,0.2
43638,3304,77#00,255,0.3
43648,3304,76'00,253,0.3
43658,3304,75#00,249,0.2
43668,3304,76'00,253,0.3
43678,3304,74#00,245,0.2
43688,3304,76800,254,253.7
43698,3304,71!00,235,0.2
43708,3304,77#00,255,0.3
43718,3304,69900,231,230.9
43728,3304,77"00,255,0.3
43738,3304,76'00,253,0.3
43748,3304,74900,247,247.5
43758,3304,76'00,253,0.3
43768,3304,74$00,246,0.2
43778,3304,77 00,254,0.3
43788,3304,70800,234,233.9
43798,3304,77#00,255,0.3
43808,3304,76'00,253,0.3
43818,3304,76'00,253,0.3
43828,3304,76'00,253,0.3
43838,3304,74&00,246,0.2
43848,3304,76800,254,253.7
43858,3304,74!00,245,0.2
43868,3304,77"00,255,0.3
43878,3304,70&00,233,0.2
43888,3304,77$00,256,0.3
43898,3304,76'00,253,0.3
43908,3304,76#00,252,0.3
43918,3304,76800,254,253.7
43928,3304,74%00,246,0.2
43938,3304,76800,254,253.7
43948,3304,73#00,242,0.2
43958,3304,77#00,255,0.3
43968,3304,70%00,233,0.2
43978,3304,77#00,255,0.3
43988,3304,76800,254,253.7
43998,3304,76"00,252,0.3
44008,3304,76800,254,253.7
44018,3304,74$00,246,0.2
44028,3304,76'00,253,0.3
44038,3304,72$00,239,0.2
44048,3304,77#00,255,0.3
44058,3304,70&00,233,0.2
44068,3304,77#00,255,0.3
44078,3304,76800,254,253.7
44088,3304,75'00,250,0.2
44098,3304,76700,253,253.4
44108,3304,74$00,246,0.2
44118,3304,76'00,253,0.3
44128,3304,71$00,236,0.2
44138,3304,77$00,256,0.3
44148,3304,70"00,232,0.2
44158,3304,77#00,255,0.3
44168,3304,76800,254,253.7
44178,3304,75!00,248,0.2
44188,3304,76'00,253,0.3
44198,3304,74$00,246,0.2
44208,3304,76900,254,254.1
44218,3304,71 00,235,0.2
44228,3304,77#00,255,0.3
44238,3304,69'00,230,0.2
44248,3304,77 00,254,0.3
44258,3304,76800,254,253.7
44268,3304,74900,247,247.5
44278,3304,76800,254,253.7
44288,3304,74$00,246,0.2
44298,3304,77!00,255,0.3
44308,3304,70'00,234,0.2
44318,3304,77#00,255,0.3
44328,3304,76'00,253,0.3
